
Training the model in NVIDIA GeForce RTX 3060
Training Data:  1881 images
Validation Data:  807 images
----------- MODEL: baseline --------------
----------- TRAINING START 13_03_2022_19_11_50 --------------


EPOCH 58 TRAIN:  24% 14/59 [00:01<00:03, 13.04it/s, acc=0.783, loss=0.547]
EPOCH 58 TRAIN:  68% 40/59 [00:03<00:01, 13.20it/s, acc=0.773, loss=0.589]
EPOCH 58  TEST:  42% 11/26 [00:00<00:00, 19.35it/s, acc=0.759, loss=0.498]
EPOCH 59 TRAIN:  27% 16/59 [00:01<00:03, 13.04it/s, acc=0.746, loss=0.875]
EPOCH 59 TRAIN:  71% 42/59 [00:03<00:01, 13.27it/s, acc=0.767, loss=0.462]
EPOCH 59  TEST:  58% 15/26 [00:00<00:00, 18.87it/s, acc=0.773, loss=1.05]
EPOCH 60 TRAIN:  31% 18/59 [00:01<00:03, 13.16it/s, acc=0.791, loss=0.546]
EPOCH 60 TRAIN:  75% 44/59 [00:03<00:01, 13.05it/s, acc=0.77, loss=0.711]
EPOCH 60  TEST:  65% 17/26 [00:01<00:00, 17.01it/s, acc=0.807, loss=1.18]
EPOCH 61 TRAIN:  34% 20/59 [00:01<00:02, 13.28it/s, acc=0.807, loss=0.651]
EPOCH 61 TRAIN:  81% 48/59 [00:03<00:00, 13.24it/s, acc=0.792, loss=0.724]
EPOCH 61  TEST:  85% 22/26 [00:01<00:00, 19.94it/s, acc=0.82, loss=0.213]
EPOCH 62 TRAIN:  41% 24/59 [00:01<00:02, 13.39it/s, acc=0.765, loss=0.632]
EPOCH 62 TRAIN:  85% 50/59 [00:03<00:00, 12.13it/s, acc=0.765, loss=1.09]
EPOCH 63 TRAIN:   0% 0/59 [00:00<?, ?it/s]9.88it/s, acc=0.825, loss=1.72]
EPOCH 63 TRAIN:  44% 26/59 [00:02<00:02, 12.93it/s, acc=0.772, loss=0.827]
EPOCH 63 TRAIN:  88% 52/59 [00:04<00:00, 12.43it/s, acc=0.772, loss=0.544]
EPOCH 64 TRAIN:   3% 2/59 [00:00<00:04, 12.81it/s, acc=0.906, loss=0.498]
EPOCH 64 TRAIN:  47% 28/59 [00:02<00:02, 13.43it/s, acc=0.79, loss=0.786]
EPOCH 64 TRAIN:  92% 54/59 [00:04<00:00, 12.92it/s, acc=0.782, loss=0.343]
EPOCH 65 TRAIN:  10% 6/59 [00:00<00:04, 13.18it/s, acc=0.823, loss=0.61]
EPOCH 65 TRAIN:  54% 32/59 [00:02<00:02, 13.33it/s, acc=0.798, loss=0.916]
EPOCH 65  TEST:   0% 0/26 [00:00<?, ?it/s]3.27it/s, acc=0.794, loss=0.596]
EPOCH 66 TRAIN:  17% 10/59 [00:00<00:03, 13.15it/s, acc=0.731, loss=0.625]
EPOCH 66 TRAIN:  61% 36/59 [00:02<00:01, 13.30it/s, acc=0.773, loss=0.747]
EPOCH 66  TEST:  15% 4/26 [00:00<00:01, 19.12it/s, acc=0.849, loss=0.46] ]
EPOCH 67 TRAIN:  20% 12/59 [00:00<00:03, 13.28it/s, acc=0.839, loss=0.478]
EPOCH 67 TRAIN:  68% 40/59 [00:02<00:01, 13.58it/s, acc=0.812, loss=0.491]
EPOCH 67  TEST:  42% 11/26 [00:00<00:00, 19.48it/s, acc=0.812, loss=0.672]
EPOCH 68 TRAIN:  31% 18/59 [00:01<00:03, 13.62it/s, acc=0.804, loss=0.59]
EPOCH 68 TRAIN:  75% 44/59 [00:03<00:01, 13.16it/s, acc=0.783, loss=0.676]
EPOCH 68  TEST:  69% 18/26 [00:00<00:00, 19.39it/s, acc=0.806, loss=0.522]
EPOCH 69 TRAIN:  37% 22/59 [00:01<00:02, 13.35it/s, acc=0.817, loss=0.659]
EPOCH 69 TRAIN:  81% 48/59 [00:03<00:00, 13.23it/s, acc=0.802, loss=0.948]
EPOCH 69  TEST:  88% 23/26 [00:01<00:00, 18.83it/s, acc=0.784, loss=0.754]
EPOCH 70 TRAIN:  41% 24/59 [00:01<00:02, 12.71it/s, acc=0.805, loss=0.565]
EPOCH 70 TRAIN:  81% 48/59 [00:03<00:00, 12.58it/s, acc=0.798, loss=0.57]
EPOCH 70  TEST:  88% 23/26 [00:01<00:00, 18.67it/s, acc=0.833, loss=0.199]
EPOCH 70  TEST:  88% 23/26 [00:01<00:00, 18.67it/s, acc=0.833, loss=0.199]
EPOCH 71 TRAIN:  41% 24/59 [00:01<00:02, 13.16it/s, acc=0.788, loss=0.486]
EPOCH 71 TRAIN:  85% 50/59 [00:03<00:00, 13.40it/s, acc=0.8, loss=0.509]
EPOCH 72 TRAIN:   0% 0/59 [00:00<?, ?it/s, acc=0.875, loss=0.503]ss=1.81]
EPOCH 72 TRAIN:  47% 28/59 [00:02<00:02, 13.49it/s, acc=0.802, loss=0.601]
EPOCH 72 TRAIN:  92% 54/59 [00:04<00:00, 12.81it/s, acc=0.795, loss=0.846]
EPOCH 73 TRAIN:   7% 4/59 [00:00<00:04, 13.26it/s, acc=0.773, loss=0.337]]
EPOCH 73 TRAIN:  51% 30/59 [00:02<00:02, 13.05it/s, acc=0.783, loss=0.73]
EPOCH 73 TRAIN:  95% 56/59 [00:04<00:00, 12.73it/s, acc=0.782, loss=0.854]
